日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2023-07-25,84.82,85.46,86.26,84.81,173883,4604657751.54,1.74,2.84,2.36,1.49
2023-07-26,85.18,84.63,85.18,84.13,65865,1723363551.36,1.23,-0.97,-0.83,0.57
2023-07-27,85.43,84.47,85.85,84.20,112651,2962230531.88,1.95,-0.19,-0.16,0.97
2023-07-28,84.31,86.64,86.86,83.72,173308,4584230665.56,3.72,2.57,2.17,1.49
2023-07-31,87.64,88.31,89.84,87.60,215060,5874722582.93,2.59,1.93,1.67,1.85
2023-08-01,88.23,87.14,88.56,86.48,120340,3239067594.49,2.36,-1.32,-1.17,1.03
2023-08-02,87.88,86.98,88.31,86.43,87394,2346829431.29,2.16,-0.18,-0.16,0.75
2023-08-03,86.74,87.05,87.14,86.15,66170,1766952896.19,1.14,0.08,0.07,0.57
2023-08-04,87.31,87.08,87.67,86.53,88053,2358257628.14,1.31,0.03,0.03,0.76
2023-08-07,86.95,86.64,86.95,86.04,64204,1710317723.01,1.05,-0.51,-0.44,0.55
2023-08-08,86.04,85.41,86.48,85.15,91712,2419517104.52,1.54,-1.42,-1.23,0.79
2023-08-09,84.98,85.28,85.48,84.39,72499,1897124687.56,1.28,-0.15,-0.13,0.62
2023-08-10,85.31,85.21,85.93,84.56,60016,1575799641.46,1.61,-0.08,-0.07,0.52
2023-08-11,85.21,84.06,85.21,83.98,86125,2242256361.19,1.44,-1.35,-1.15,0.74
2023-08-14,82.64,79.58,83.31,78.81,252890,6237439722.00,5.35,-5.33,-4.48,2.17
2023-08-15,79.58,79.16,79.69,78.28,115021,2804377792.91,1.77,-0.53,-0.42,0.99
2023-08-16,78.74,79.04,79.48,78.38,79979,1953463841.64,1.39,-0.15,-0.12,0.69
2023-08-17,78.77,79.65,79.76,77.78,86836,2118628433.05,2.51,0.77,0.61,0.75
2023-08-18,79.50,77.74,79.50,77.64,98467,2385483842.91,2.34,-2.40,-1.91,0.85
2023-08-21,77.58,75.78,77.60,75.66,127879,3022536162.14,2.50,-2.52,-1.96,1.10
2023-08-22,76.97,75.82,77.14,74.61,112116,2620973083.49,3.34,0.05,0.04,0.96
2023-08-23,75.82,74.34,75.82,74.32,81238,1882331986.32,1.98,-1.95,-1.48,0.70
2023-08-24,74.65,75.94,76.64,74.65,106811,2501734160.95,2.68,2.15,1.60,0.92
2023-08-25,75.40,75.18,75.75,74.81,66775,1554437026.78,1.24,-1.00,-0.76,0.57
2023-08-28,80.31,76.15,80.31,75.73,133527,3189524811.18,6.09,1.29,0.97,1.15
2023-08-29,76.58,79.88,80.14,76.58,213223,5201525920.49,4.67,4.90,3.73,1.83
2023-08-30,80.75,80.91,81.47,80.26,152187,3798606951.32,1.51,1.29,1.03,1.31
2023-08-31,81.15,80.78,81.31,80.31,88734,2214559038.93,1.24,-0.16,-0.13,0.76
2023-09-01,81.98,80.68,82.47,80.31,77772,1949444068.95,2.67,-0.12,-0.10,0.67
2023-09-04,81.51,81.79,81.98,80.60,96512,2427791468.68,1.71,1.38,1.11,0.83
2023-09-05,81.71,80.65,81.71,80.54,74571,1864915960.48,1.43,-1.39,-1.14,0.64
2023-09-06,80.98,81.13,81.74,80.74,65929,1653726026.59,1.24,0.60,0.48,0.57
2023-09-07,81.12,80.44,81.12,80.35,60913,1517662851.65,0.95,-0.85,-0.69,0.52
2023-09-08,79.98,78.99,79.98,78.54,67634,1651599177.69,1.79,-1.80,-1.45,0.58
2023-09-11,78.88,79.98,80.48,78.38,76513,1876707032.36,2.66,1.25,0.99,0.66
2023-09-12,80.54,81.64,82.10,80.01,119532,3004363229.20,2.61,2.08,1.66,1.03
2023-09-13,81.64,81.49,82.40,81.11,91479,2305291959.71,1.58,-0.18,-0.15,0.79
2023-09-14,79.91,78.85,79.96,78.31,152580,3722930909.04,2.02,-3.24,-2.64,1.31
2023-09-15,78.98,79.07,79.92,78.15,82256,2010812283.73,2.24,0.28,0.22,0.71
2023-09-18,79.14,80.10,81.38,79.07,96405,2395846502.98,2.92,1.30,1.03,0.83
2023-09-19,79.64,80.03,80.40,78.91,62397,1533948926.60,1.86,-0.09,-0.07,0.54
2023-09-20,79.31,78.98,79.74,78.98,54497,1332673932.91,0.95,-1.31,-1.05,0.47
2023-09-21,78.64,77.54,78.93,77.16,92965,2232606210.05,2.24,-1.82,-1.44,0.80
2023-09-22,77.48,79.33,79.53,77.14,96764,2356419361.20,3.08,2.31,1.79,0.83
2023-09-25,79.92,79.58,79.97,79.09,64787,1592828380.15,1.11,0.32,0.25,0.56
2023-09-26,79.31,77.14,79.31,77.08,118463,2846103699.66,2.80,-3.07,-2.44,1.02
2023-09-27,77.35,76.92,78.38,76.91,75734,1808518865.65,1.91,-0.29,-0.22,0.65
2023-09-28,77.24,76.54,77.48,76.33,85258,2022931183.51,1.50,-0.49,-0.38,0.73
2023-10-09,76.54,76.97,77.15,74.20,91791,2162900146.90,3.85,0.56,0.43,0.79
2023-10-10,76.96,76.95,77.65,76.64,63937,1524841110.79,1.31,-0.03,-0.02,0.55
2023-10-11,78.30,77.17,78.48,76.98,76684,1838352973.98,1.95,0.29,0.22,0.66
2023-10-12,77.78,79.13,79.48,77.31,139341,3391600251.18,2.81,2.54,1.96,1.20
2023-10-13,78.28,77.76,78.57,77.58,66445,1598611951.89,1.25,-1.73,-1.37,0.57
2023-10-16,77.78,76.81,78.00,76.48,66022,1573224653.24,1.95,-1.22,-0.95,0.57
2023-10-17,76.82,76.98,77.64,76.48,49164,1169236111.59,1.51,0.22,0.17,0.42
2023-10-18,79.51,80.67,81.31,78.98,307863,7646061770.59,3.03,4.79,3.69,2.64
2023-10-19,79.96,77.84,80.30,77.76,147753,3595894522.39,3.15,-3.51,-2.83,1.27
2023-10-20,77.64,77.38,78.24,77.05,85659,2050294970.85,1.53,-0.59,-0.46,0.74
2023-10-23,77.64,77.19,77.64,76.38,73537,1747793907.15,1.63,-0.25,-0.19,0.63
2023-10-24,77.41,76.16,77.81,75.87,110779,2614866693.57,2.51,-1.33,-1.03,0.95
2023-10-25,76.97,76.78,77.65,76.38,83676,1993861827.76,1.67,0.81,0.62,0.72
2023-10-26,76.33,77.18,77.24,76.21,73199,1738279509.52,1.34,0.52,0.40,0.63
2023-10-27,76.98,78.29,78.81,76.82,103206,2490630304.57,2.58,1.44,1.11,0.89
2023-10-30,77.48,79.18,79.31,77.21,117295,2849732929.01,2.68,1.14,0.89,1.01
2023-10-31,78.81,77.16,78.97,76.81,127205,3044814889.04,2.73,-2.55,-2.02,1.09
2023-11-01,76.98,76.38,76.98,76.12,93390,2206820550.57,1.11,-1.01,-0.78,0.80
2023-11-02,76.93,75.91,76.94,75.91,85414,2015702321.15,1.35,-0.62,-0.47,0.73
2023-11-03,76.15,77.19,77.36,75.94,90679,2154652391.25,1.87,1.69,1.28,0.78
2023-11-06,77.81,78.61,78.79,77.64,143548,3472633480.41,1.49,1.84,1.42,1.23
2023-11-07,78.64,77.97,79.08,77.81,94513,2287202177.21,1.62,-0.81,-0.64,0.81
2023-11-08,77.76,77.64,77.93,77.37,80128,1921682141.44,0.72,-0.42,-0.33,0.69
2023-11-09,77.64,77.41,77.89,77.09,73183,1750698708.03,1.03,-0.30,-0.23,0.63
2023-11-10,77.31,76.63,77.31,76.20,81902,1940054002.55,1.43,-1.01,-0.78,0.70
2023-11-13,76.94,76.68,77.04,76.01,69738,1649215950.55,1.34,0.07,0.05,0.60
2023-11-14,76.74,76.85,77.04,76.51,55217,1310694854.05,0.69,0.22,0.17,0.47
2023-11-15,77.61,77.19,77.64,77.08,78692,1881360640.90,0.73,0.44,0.34,0.68
2023-11-16,77.58,77.08,77.58,76.72,61690,1471253077.40,1.11,-0.14,-0.11,0.53
2023-11-17,76.64,76.56,77.17,76.31,59462,1408060177.59,1.12,-0.67,-0.52,0.51
2023-11-20,76.24,75.98,76.48,75.84,76771,1804923944.25,0.84,-0.76,-0.58,0.66
2023-11-21,76.21,75.71,76.54,75.53,82386,1937039109.31,1.33,-0.36,-0.27,0.71
2023-11-22,75.48,74.31,75.48,74.27,105571,2440478826.77,1.60,-1.85,-1.40,0.91
2023-11-23,74.48,73.92,74.74,73.35,105764,2425947586.33,1.87,-0.52,-0.39,0.91
2023-11-24,73.91,69.93,73.91,69.44,280659,6162803841.07,6.05,-5.40,-3.99,2.41
2023-11-27,68.31,67.28,68.31,65.98,215481,4487132026.79,3.33,-3.79,-2.65,1.85
2023-11-28,67.28,67.61,68.23,66.65,122211,2562912238.29,2.35,0.49,0.33,1.05
2023-11-29,67.60,64.97,67.61,64.77,219246,4464902232.03,4.20,-3.90,-2.64,1.88
2023-11-30,64.84,64.03,65.22,63.79,187242,3745049005.82,2.20,-1.45,-0.94,1.61
2023-12-01,64.47,63.33,64.58,61.91,194190,3799477664.21,4.17,-1.09,-0.70,1.67
2023-12-04,63.33,63.11,64.07,62.18,117613,2317283540.30,2.98,-0.35,-0.22,1.01
2023-12-05,63.31,63.09,64.30,62.85,152372,3021632365.00,2.30,-0.03,-0.02,1.31
2023-12-06,63.09,64.71,64.72,62.98,176347,3523669817.72,2.76,2.57,1.62,1.51
2023-12-07,64.71,64.13,64.71,63.41,103169,2051259486.34,2.01,-0.90,-0.58,0.89
2023-12-08,63.99,63.83,64.43,63.75,77700,1547061882.45,1.06,-0.47,-0.30,0.67
2023-12-11,63.23,64.04,64.17,62.52,101086,1989856427.67,2.58,0.33,0.21,0.87
2023-12-12,63.70,63.09,63.89,63.02,79797,1572793711.16,1.36,-1.48,-0.95,0.69
2023-12-13,62.92,61.58,62.92,61.55,117535,2270646820.88,2.17,-2.39,-1.51,1.01
2023-12-14,61.98,61.37,63.04,61.35,92497,1787086925.23,2.74,-0.34,-0.21,0.79
2023-12-15,62.00,62.07,62.44,61.34,101841,1966549057.21,1.79,1.14,0.70,0.87
2023-12-18,61.33,60.66,61.81,60.41,100511,1906643035.57,2.26,-2.27,-1.41,0.86
2023-12-19,60.49,60.31,60.54,59.70,79370,1487629708.83,1.38,-0.58,-0.35,0.68
2023-12-20,60.42,59.27,60.75,59.27,84925,1585187696.77,2.45,-1.72,-1.04,0.73
2023-12-21,58.75,60.87,60.97,58.59,133149,2494208947.45,4.02,2.70,1.60,1.14
2023-12-22,60.94,61.73,62.77,60.32,117998,2267509852.29,4.02,1.41,0.86,1.01
2023-12-25,61.98,61.70,62.38,61.05,53770,1032287275.25,2.15,-0.05,-0.03,0.46
2023-12-26,61.70,61.56,61.70,60.98,41380,790091023.10,1.17,-0.23,-0.14,0.36
2023-12-27,61.98,61.46,62.14,61.21,61364,1174486108.27,1.51,-0.16,-0.10,0.53
2023-12-28,61.32,63.66,63.86,61.20,138778,2722971139.94,4.33,3.58,2.20,1.19
2023-12-29,63.97,63.64,64.24,63.36,80367,1591969845.90,1.38,-0.03,-0.02,0.69
2024-01-02,64.18,61.84,64.18,61.77,113928,2212162400.36,3.79,-2.83,-1.80,0.98
2024-01-03,61.81,62.03,62.27,61.21,84486,1624093056.05,1.71,0.31,0.19,0.73
2024-01-04,62.42,61.98,62.53,61.34,89870,1731882120.20,1.92,-0.08,-0.05,0.77
2024-01-05,61.80,61.87,63.48,61.35,112402,2187835615.06,3.44,-0.18,-0.11,0.97
2024-01-08,61.91,60.78,62.20,60.69,81078,1543893918.74,2.44,-1.76,-1.09,0.70
2024-01-09,61.31,61.93,62.98,61.04,112187,2167747851.79,3.19,1.89,1.15,0.96
2024-01-10,61.54,61.07,62.08,60.84,71416,1364589161.69,2.00,-1.39,-0.86,0.61
2024-01-11,61.04,63.24,63.88,60.58,159862,3120354835.76,5.40,3.55,2.17,1.37
2024-01-12,63.24,62.93,63.73,62.74,87023,1711086655.61,1.57,-0.49,-0.31,0.75
2024-01-15,62.55,62.51,63.31,61.78,70220,1364639692.18,2.43,-0.67,-0.42,0.60
2024-01-16,62.28,62.74,63.16,62.00,83809,1633959522.52,1.86,0.37,0.23,0.72
2024-01-17,62.38,59.91,62.49,59.91,160795,3050944390.44,4.11,-4.51,-2.83,1.38
2024-01-18,59.53,61.14,61.31,59.28,114592,2150839668.13,3.39,2.05,1.23,0.98
2024-01-19,60.81,60.76,61.96,60.54,80905,1540978198.75,2.32,-0.62,-0.38,0.69
2024-01-22,60.60,59.42,61.41,59.16,132240,2487370788.56,3.70,-2.21,-1.34,1.14
2024-01-23,59.31,60.26,60.63,59.08,110726,2072060503.59,2.61,1.41,0.84,0.95
2024-01-24,60.74,60.54,60.93,59.00,96641,1805379382.40,3.20,0.46,0.28,0.83
2024-01-25,60.60,60.94,61.28,59.53,130769,2470818453.07,2.89,0.66,0.40,1.12
2024-01-26,60.64,59.60,60.64,59.48,115855,2160578276.22,1.90,-2.20,-1.34,1.00
2024-01-29,59.61,57.12,59.64,57.08,146043,2647388165.71,4.30,-4.16,-2.48,1.25
2024-01-30,55.34,54.97,56.14,54.41,190761,3296016841.46,3.03,-3.76,-2.15,1.64
2024-01-31,54.67,54.55,56.07,54.42,125368,2155163736.00,3.00,-0.76,-0.42,1.08
2024-02-01,54.31,54.61,55.31,53.76,116651,1996429636.62,2.84,0.11,0.06,1.00
2024-02-02,54.63,53.31,54.94,51.98,147992,2485326236.05,5.42,-2.38,-1.30,1.27
2024-02-05,52.64,53.64,54.90,51.90,186216,3122618402.60,5.63,0.62,0.33,1.60
2024-02-06,52.98,56.27,56.35,52.81,176190,3054635572.85,6.60,4.90,2.63,1.51
2024-02-07,56.73,57.50,58.64,56.34,160094,2880398921.91,4.09,2.19,1.23,1.38
2024-02-08,58.14,58.03,58.76,57.88,119246,2168509150.22,1.53,0.92,0.53,1.02
2024-02-19,58.94,58.81,59.43,58.26,119687,2192419553.49,2.02,1.34,0.78,1.03
2024-02-20,58.81,57.32,58.87,56.64,113357,2023820071.64,3.79,-2.53,-1.49,0.97
2024-02-21,56.68,58.64,59.51,56.53,147693,2700340930.50,5.20,2.30,1.32,1.27
2024-02-22,58.61,58.64,58.86,58.06,80906,1476863326.44,1.36,0.00,0.00,0.69
2024-02-23,58.64,58.54,58.97,57.92,91175,1660682308.43,1.79,-0.17,-0.10,0.78
2024-02-26,59.64,59.64,61.02,59.49,155461,2912982360.47,2.61,1.88,1.10,1.34
2024-02-27,60.13,62.21,62.29,60.04,206343,3958101886.88,3.77,4.31,2.57,1.77
2024-02-28,62.98,60.31,63.15,60.31,168292,3223632042.64,4.57,-3.05,-1.90,1.45
2024-02-29,59.98,61.38,61.51,59.71,122363,2323915656.97,2.98,1.77,1.07,1.05
2024-03-01,61.28,61.70,61.97,60.57,122158,2336111333.57,2.28,0.52,0.32,1.05
2024-03-04,60.98,60.73,61.54,60.34,126865,2401200046.06,1.94,-1.57,-0.97,1.09
2024-03-05,60.14,61.25,61.53,59.48,149624,2826124074.26,3.38,0.86,0.52,1.29
2024-03-06,60.98,61.53,61.97,60.64,100100,1914828108.58,2.17,0.46,0.28,0.86
2024-03-07,61.66,60.61,62.30,60.58,101327,1935953171.65,2.80,-1.50,-0.92,0.87
2024-03-08,60.41,60.34,61.03,60.06,67150,1263993368.05,1.60,-0.45,-0.27,0.58
2024-03-11,60.31,63.89,64.28,60.31,278080,5440726382.81,6.58,5.88,3.55,2.39
2024-03-12,64.64,66.01,66.53,63.57,245029,4958824423.44,4.63,3.32,2.12,2.10
2024-03-13,66.62,66.43,67.78,66.25,177813,3691839468.95,2.32,0.64,0.42,1.53
2024-03-14,67.12,68.34,69.43,67.12,211352,4497086169.98,3.48,2.88,1.91,1.82
2024-03-15,67.64,67.47,68.10,66.37,146628,3057950743.50,2.53,-1.27,-0.87,1.26
2024-03-18,68.26,70.32,70.39,68.18,196982,4250885883.53,3.28,4.22,2.85,1.69
2024-03-19,70.32,69.91,70.93,69.11,146973,3194716172.75,2.59,-0.58,-0.41,1.26
2024-03-20,69.98,70.47,71.24,69.98,96805,2118610339.15,1.80,0.80,0.56,0.83
2024-03-21,70.62,70.63,70.91,69.98,88667,1938901107.67,1.32,0.23,0.16,0.76
2024-03-22,70.63,69.96,70.63,69.38,104672,2266796544.33,1.77,-0.95,-0.67,0.90
2024-03-25,69.77,69.04,70.24,68.59,99109,2133902461.97,2.36,-1.32,-0.92,0.85
2024-03-26,69.64,70.84,70.97,69.40,131346,2864082716.93,2.27,2.61,1.80,1.13
